No Record,XXXXXXXX,05:00:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:01:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:02:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:03:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:04:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:05:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:06:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:07:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:08:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:09:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:10:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:11:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:12:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:13:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:14:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:15:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:16:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:17:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:18:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:19:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:20:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:21:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:22:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:23:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:24:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:25:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:26:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:27:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:28:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:29:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:30:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:31:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:32:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:33:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:34:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:35:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:36:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:37:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:38:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:39:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:40:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:41:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:42:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:43:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:44:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:45:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:46:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:47:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:48:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:49:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:50:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:51:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:52:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:53:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:54:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:55:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:56:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:57:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:58:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,05:59:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,06:00:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,06:01:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,06:02:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,06:03:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,06:04:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,06:05:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
No Record,XXXXXXXX,06:06:00,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0
